ParameterName,IsSpike,Value,Time
Temperature,Yes,80,01/03/2024 11:49:51
Temperature,Yes,7,01/03/2024 11:49:46
Temperature,Yes,61,01/03/2024 11:49:21
Temperature,Yes,64,01/03/2024 11:49:01
Temperature,Yes,73,01/03/2024 11:48:51
Temperature,Yes,87,01/03/2024 11:48:41
Temperature,Yes,19,01/03/2024 11:48:31
Temperature,Yes,18,01/03/2024 11:48:21
Temperature,Yes,97,01/03/2024 11:48:16
Temperature,Yes,80,01/03/2024 11:47:45
Temperature,Yes,12,01/03/2024 11:47:35
Temperature,Yes,77,01/03/2024 11:47:25
Temperature,Yes,76,01/03/2024 11:47:15
Temperature,Yes,16,01/03/2024 11:46:55
Temperature,Yes,5,01/03/2024 11:46:50
Temperature,Yes,85,01/03/2024 11:46:30
Temperature,Yes,2,01/03/2024 11:46:15
Temperature,Yes,77,01/03/2024 11:46:00
Temperature,Yes,90,01/03/2024 11:45:50
Temperature,Yes,77,01/03/2024 11:45:20
