ParameterName,IsSpike,Value,Time
Temperature,Yes,23,01/04/2024 08:16:38
Temperature,Yes,21,01/04/2024 08:16:13
Temperature,Yes,74,01/04/2024 08:15:53
Temperature,Yes,51,01/04/2024 08:15:33
Temperature,Yes,23,01/04/2024 08:15:18
Temperature,Yes,83,01/04/2024 08:15:13
Temperature,Yes,87,01/04/2024 08:14:48
Temperature,Yes,48,01/04/2024 08:14:38
Temperature,Yes,35,01/04/2024 08:14:33
Temperature,Yes,82,01/04/2024 08:14:18
Temperature,Yes,88,01/04/2024 08:14:08
Temperature,Yes,53,01/04/2024 08:13:48
Temperature,Yes,31,01/04/2024 08:13:38
Temperature,Yes,86,01/04/2024 08:13:28
Temperature,Yes,21,01/04/2024 08:13:03
Temperature,Yes,66,01/04/2024 08:12:18
Temperature,Yes,68,01/04/2024 08:12:13
Temperature,Yes,84,01/04/2024 08:17:34
Temperature,Yes,98,01/04/2024 08:16:59
Temperature,Yes,23,01/04/2024 08:16:38
Temperature,Yes,21,01/04/2024 08:16:13
Temperature,Yes,74,01/04/2024 08:15:53
Temperature,Yes,51,01/04/2024 08:15:33
Temperature,Yes,23,01/04/2024 08:15:18
Temperature,Yes,83,01/04/2024 08:15:13
Temperature,Yes,87,01/04/2024 08:14:48
Temperature,Yes,48,01/04/2024 08:14:38
Temperature,Yes,35,01/04/2024 08:14:33
Temperature,Yes,82,01/04/2024 08:14:18
Temperature,Yes,88,01/04/2024 08:14:08
Temperature,Yes,53,01/04/2024 08:13:48
Temperature,Yes,31,01/04/2024 08:13:38
Temperature,Yes,86,01/04/2024 08:13:28
Temperature,Yes,28,01/04/2024 08:18:49
Temperature,Yes,84,01/04/2024 08:18:39
Temperature,Yes,76,01/04/2024 08:18:24
Temperature,Yes,98,01/04/2024 08:18:09
Temperature,Yes,84,01/04/2024 08:17:34
Temperature,Yes,43,01/04/2024 08:17:04
Temperature,Yes,98,01/04/2024 08:16:59
Temperature,Yes,23,01/04/2024 08:16:38
Temperature,Yes,21,01/04/2024 08:16:13
Temperature,Yes,74,01/04/2024 08:15:53
Temperature,Yes,51,01/04/2024 08:15:33
Temperature,Yes,23,01/04/2024 08:15:18
Temperature,Yes,83,01/04/2024 08:15:13
Temperature,Yes,87,01/04/2024 08:14:48
Temperature,Yes,48,01/04/2024 08:14:38
Temperature,Yes,35,01/04/2024 08:14:33
Temperature,Yes,82,01/04/2024 08:14:18
Temperature,Yes,87,01/04/2024 08:24:04
Temperature,Yes,91,01/04/2024 08:23:54
Temperature,Yes,15,01/04/2024 08:23:39
Temperature,Yes,28,01/04/2024 08:18:49
Temperature,Yes,84,01/04/2024 08:18:39
Temperature,Yes,76,01/04/2024 08:18:24
Temperature,Yes,98,01/04/2024 08:18:09
Temperature,Yes,84,01/04/2024 08:17:34
Temperature,Yes,43,01/04/2024 08:17:04
Temperature,Yes,98,01/04/2024 08:16:59
Temperature,Yes,23,01/04/2024 08:16:38
Temperature,Yes,21,01/04/2024 08:16:13
Temperature,Yes,74,01/04/2024 08:15:53
Temperature,Yes,51,01/04/2024 08:15:33
Temperature,Yes,96,01/04/2024 08:25:14
Temperature,Yes,96,01/04/2024 08:25:04
Temperature,Yes,0,01/04/2024 08:24:29
Temperature,Yes,87,01/04/2024 08:24:04
Temperature,Yes,91,01/04/2024 08:23:54
Temperature,Yes,15,01/04/2024 08:23:39
Temperature,Yes,28,01/04/2024 08:18:49
Temperature,Yes,84,01/04/2024 08:18:39
Temperature,Yes,76,01/04/2024 08:18:24
Temperature,Yes,98,01/04/2024 08:18:09
Temperature,Yes,84,01/04/2024 08:17:34
Temperature,Yes,43,01/04/2024 08:17:04
Temperature,Yes,98,01/04/2024 08:16:59
Temperature,Yes,23,01/04/2024 08:16:38
Temperature,Yes,78,01/04/2024 08:26:04
Temperature,Yes,82,01/04/2024 08:25:54
Temperature,Yes,18,01/04/2024 08:25:19
Temperature,Yes,96,01/04/2024 08:25:14
Temperature,Yes,14,01/04/2024 08:25:09
Temperature,Yes,96,01/04/2024 08:25:04
Temperature,Yes,0,01/04/2024 08:24:29
Temperature,Yes,87,01/04/2024 08:24:04
Temperature,Yes,91,01/04/2024 08:23:54
Temperature,Yes,15,01/04/2024 08:23:39
Temperature,Yes,28,01/04/2024 08:18:49
Temperature,Yes,84,01/04/2024 08:18:39
Temperature,Yes,76,01/04/2024 08:18:24
Temperature,Yes,98,01/04/2024 08:18:09
Temperature,Yes,84,01/04/2024 08:17:34
Temperature,Yes,89,01/04/2024 08:27:50
Temperature,Yes,95,01/04/2024 08:27:45
Temperature,Yes,14,01/04/2024 08:26:54
Temperature,Yes,82,01/04/2024 08:26:39
Temperature,Yes,2,01/04/2024 08:26:24
Temperature,Yes,78,01/04/2024 08:26:04
Temperature,Yes,82,01/04/2024 08:25:54
Temperature,Yes,38,01/04/2024 08:25:34
Temperature,Yes,18,01/04/2024 08:25:19
Temperature,Yes,52,01/04/2024 08:24:34
Temperature,Yes,0,01/04/2024 08:24:29
Temperature,Yes,28,01/04/2024 08:24:09
Temperature,Yes,87,01/04/2024 08:24:04
Temperature,Yes,70,01/04/2024 08:23:59
Temperature,Yes,91,01/04/2024 08:23:54
Temperature,Yes,15,01/04/2024 08:23:39
Temperature,Yes,30,01/04/2024 08:23:34
Temperature,Yes,14,01/04/2024 08:29:10
Temperature,Yes,87,01/04/2024 08:28:15
Temperature,Yes,3,01/04/2024 08:28:10
Temperature,Yes,89,01/04/2024 08:27:50
Temperature,Yes,95,01/04/2024 08:27:45
Temperature,Yes,14,01/04/2024 08:26:54
Temperature,Yes,82,01/04/2024 08:26:39
Temperature,Yes,2,01/04/2024 08:26:24
Temperature,Yes,78,01/04/2024 08:26:04
Temperature,Yes,82,01/04/2024 08:25:54
Temperature,Yes,38,01/04/2024 08:25:34
Temperature,Yes,18,01/04/2024 08:25:19
Temperature,Yes,52,01/04/2024 08:24:34
Temperature,Yes,3,01/04/2024 08:29:50
Temperature,Yes,88,01/04/2024 08:29:40
Temperature,Yes,93,01/04/2024 08:29:35
Temperature,Yes,14,01/04/2024 08:29:10
Temperature,Yes,29,01/04/2024 08:29:00
Temperature,Yes,5,01/04/2024 08:28:55
Temperature,Yes,87,01/04/2024 08:28:15
Temperature,Yes,89,01/04/2024 08:27:50
Temperature,Yes,95,01/04/2024 08:27:45
Temperature,Yes,14,01/04/2024 08:26:54
Temperature,Yes,82,01/04/2024 08:26:39
Temperature,Yes,2,01/04/2024 08:26:24
Temperature,Yes,78,01/04/2024 08:26:04
Temperature,Yes,82,01/04/2024 08:25:54
Temperature,Yes,38,01/04/2024 08:25:34
Temperature,Yes,36,01/04/2024 08:31:10
Temperature,Yes,24,01/04/2024 08:30:50
Temperature,Yes,29,01/04/2024 08:30:45
Temperature,Yes,95,01/04/2024 08:30:30
Temperature,Yes,11,01/04/2024 08:30:15
Temperature,Yes,3,01/04/2024 08:29:50
Temperature,Yes,88,01/04/2024 08:29:40
Temperature,Yes,93,01/04/2024 08:29:35
Temperature,Yes,14,01/04/2024 08:29:10
Temperature,Yes,29,01/04/2024 08:29:00
Temperature,Yes,5,01/04/2024 08:28:55
Temperature,Yes,87,01/04/2024 08:28:15
Temperature,Yes,89,01/04/2024 08:27:50
Temperature,Yes,95,01/04/2024 08:27:45
Temperature,Yes,14,01/04/2024 08:26:54
Temperature,Yes,82,01/04/2024 08:26:39
Temperature,Yes,26,01/04/2024 08:32:00
Temperature,Yes,45,01/04/2024 08:31:45
Temperature,Yes,28,01/04/2024 08:31:20
Temperature,Yes,36,01/04/2024 08:31:10
Temperature,Yes,24,01/04/2024 08:30:50
Temperature,Yes,70,01/04/2024 08:30:40
Temperature,Yes,95,01/04/2024 08:30:30
Temperature,Yes,11,01/04/2024 08:30:15
Temperature,Yes,3,01/04/2024 08:29:50
Temperature,Yes,88,01/04/2024 08:29:40
Temperature,Yes,93,01/04/2024 08:29:35
Temperature,Yes,14,01/04/2024 08:29:10
Temperature,Yes,29,01/04/2024 08:29:00
Temperature,Yes,5,01/04/2024 08:28:55
Temperature,Yes,87,01/04/2024 08:28:15
Temperature,Yes,89,01/04/2024 08:27:50
Temperature,Yes,95,01/04/2024 08:27:45
Temperature,Yes,24,01/04/2024 08:32:40
Temperature,Yes,71,01/04/2024 08:32:35
Temperature,Yes,89,01/04/2024 08:32:15
Temperature,Yes,26,01/04/2024 08:32:00
Temperature,Yes,45,01/04/2024 08:31:45
Temperature,Yes,90,01/04/2024 08:31:40
Temperature,Yes,28,01/04/2024 08:31:20
Temperature,Yes,36,01/04/2024 08:31:10
Temperature,Yes,24,01/04/2024 08:30:50
Temperature,Yes,70,01/04/2024 08:30:40
Temperature,Yes,95,01/04/2024 08:30:30
Temperature,Yes,11,01/04/2024 08:30:15
Temperature,Yes,3,01/04/2024 08:29:50
Temperature,Yes,88,01/04/2024 08:29:40
Temperature,Yes,93,01/04/2024 08:29:35
Temperature,Yes,14,01/04/2024 08:29:10
Temperature,Yes,29,01/04/2024 08:29:00
Temperature,Yes,5,01/04/2024 08:28:55
Temperature,Yes,94,01/04/2024 08:34:10
Temperature,Yes,5,01/04/2024 08:33:50
Temperature,Yes,84,01/04/2024 08:33:40
Temperature,Yes,79,01/04/2024 08:33:25
Temperature,Yes,24,01/04/2024 08:32:40
Temperature,Yes,71,01/04/2024 08:32:35
Temperature,Yes,89,01/04/2024 08:32:15
Temperature,Yes,26,01/04/2024 08:32:00
Temperature,Yes,45,01/04/2024 08:31:45
Temperature,Yes,90,01/04/2024 08:31:40
Temperature,Yes,28,01/04/2024 08:31:20
Temperature,Yes,36,01/04/2024 08:31:10
Temperature,Yes,24,01/04/2024 08:30:50
Temperature,Yes,70,01/04/2024 08:30:40
Temperature,Yes,95,01/04/2024 08:30:30
Temperature,Yes,11,01/04/2024 08:30:15
Temperature,Yes,3,01/04/2024 08:29:50
Temperature,Yes,88,01/04/2024 08:29:40
Temperature,Yes,93,01/04/2024 08:29:35
Temperature,Yes,83,01/04/2024 08:35:00
Temperature,Yes,14,01/04/2024 08:34:45
Temperature,Yes,13,01/04/2024 08:34:30
Temperature,Yes,55,01/04/2024 08:34:20
Temperature,Yes,94,01/04/2024 08:34:10
Temperature,Yes,5,01/04/2024 08:33:50
Temperature,Yes,84,01/04/2024 08:33:40
Temperature,Yes,79,01/04/2024 08:33:25
Temperature,Yes,24,01/04/2024 08:32:40
Temperature,Yes,71,01/04/2024 08:32:35
Temperature,Yes,89,01/04/2024 08:32:15
Temperature,Yes,26,01/04/2024 08:32:00
Temperature,Yes,45,01/04/2024 08:31:45
Temperature,Yes,90,01/04/2024 08:31:40
Temperature,Yes,28,01/04/2024 08:31:20
Temperature,Yes,36,01/04/2024 08:31:10
Temperature,Yes,24,01/04/2024 08:30:50
Temperature,Yes,70,01/04/2024 08:30:40
Temperature,Yes,84,01/04/2024 08:36:45
Temperature,Yes,93,01/04/2024 08:36:40
Temperature,Yes,16,01/04/2024 08:36:25
Temperature,Yes,5,01/04/2024 08:36:10
Temperature,Yes,83,01/04/2024 08:36:00
Temperature,Yes,7,01/04/2024 08:35:50
Temperature,Yes,8,01/04/2024 08:35:20
Temperature,Yes,83,01/04/2024 08:35:00
Temperature,Yes,14,01/04/2024 08:34:45
Temperature,Yes,55,01/04/2024 08:34:20
Temperature,Yes,94,01/04/2024 08:34:10
Temperature,Yes,5,01/04/2024 08:33:50
Temperature,Yes,84,01/04/2024 08:33:40
Temperature,Yes,79,01/04/2024 08:33:25
Temperature,Yes,24,01/04/2024 08:32:40
Temperature,Yes,71,01/04/2024 08:32:35
Temperature,Yes,38,01/04/2024 08:37:50
Temperature,Yes,13,01/04/2024 08:37:35
Temperature,Yes,38,01/04/2024 08:36:55
Temperature,Yes,84,01/04/2024 08:36:45
Temperature,Yes,93,01/04/2024 08:36:40
Temperature,Yes,16,01/04/2024 08:36:25
Temperature,Yes,5,01/04/2024 08:36:10
Temperature,Yes,83,01/04/2024 08:36:00
Temperature,Yes,7,01/04/2024 08:35:50
Temperature,Yes,8,01/04/2024 08:35:20
Temperature,Yes,83,01/04/2024 08:35:00
Temperature,Yes,14,01/04/2024 08:34:45
Temperature,Yes,55,01/04/2024 08:34:20
Temperature,Yes,94,01/04/2024 08:34:10
Temperature,Yes,5,01/04/2024 08:33:50
Temperature,Yes,84,01/04/2024 08:33:40
